	Time: 5534s
	VBAT_A: 7.57 V
	VBAT_B: 7.60 V
	Reboot to normal: 35
	3V3 Current: 42 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.12 C
	Temp B: 6.94 C
	Time: 5527s
	VBAT_A: 7.57 V
	VBAT_B: 7.60 V
	Reboot to normal: 35
	3V3 Current: 47 mA
	5V Current: 7 mA
	Vbat Current: 38 mA
	Temp A: 7.19 C
	Temp B: 6.94 C
	Time: 5504s
	VBAT_A: 7.62 V
	VBAT_B: 7.56 V
	Reboot to normal: 35
	3V3 Current: 30 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.25 C
	Temp B: 7.00 C
	Time: 5510s
	VBAT_A: 7.60 V
	VBAT_B: 7.64 V
	Reboot to normal: 35
	3V3 Current: 59 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.25 C
	Temp B: 7.00 C
	Time: 5582s
	VBAT_A: 7.57 V
	VBAT_B: 7.60 V
	Reboot to normal: 35
	3V3 Current: 21 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.00 C
	Temp B: 6.81 C
	Time: 5513s
	VBAT_A: 7.60 V
	VBAT_B: 7.63 V
	Reboot to normal: 35
	3V3 Current: 35 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.19 C
	Temp B: 7.00 C
	Time: 5667s
	VBAT_A: 7.63 V
	VBAT_B: 7.67 V
	Reboot to normal: 48
	3V3 Current: 28 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 6.75 C
	Temp B: 6.56 C
	Time: 5535s
	VBAT_A: 7.57 V
	VBAT_B: 7.60 V
	Reboot to normal: 35
	3V3 Current: 52 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.12 C
	Temp B: 6.94 C
	Time: 5701s
	VBAT_A: 7.67 V
	VBAT_B: 7.71 V
	Reboot to normal: 48
	3V3 Current: 28 mA
	5V Current: 7 mA
	Vbat Current: 38 mA
	Temp A: 6.69 C
	Temp B: 6.44 C
	Time: 5505s
	VBAT_A: 7.62 V
	VBAT_B: 7.56 V
