	Time: 2009s
	VBAT_A: 7.54 V
	VBAT_B: 7.57 V
	Reboot to normal: 42
	3V3 Current: 30 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 3.56 C
	Temp B: 3.38 C
	Time: 2413s
	VBAT_A: 7.54 V
	VBAT_B: 7.58 V
	Reboot to normal: 48
	3V3 Current: 26 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 3.06 C
	Temp B: 2.81 C
	Time: 2349s
	VBAT_A: 7.52 V
	VBAT_B: 7.56 V
	Reboot to normal: 48
	3V3 Current: 23 mA
	5V Current: 7 mA
	Vbat Current: 38 mA
	Temp A: 3.00 C
	Temp B: 2.81 C
	Time: 2306s
	VBAT_A: 7.54 V
	VBAT_B: 7.58 V
	Reboot to normal: 48
	3V3 Current: 45 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 3.06 C
	Temp B: 2.81 C
	Time: 2328s
	VBAT_A: 7.52 V
	VBAT_B: 7.57 V
	Reboot to normal: 48
	3V3 Current: 28 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 3.00 C
	Temp B: 2.81 C
	Time: 2370s
	VBAT_A: 7.68 V
	VBAT_B: 7.71 V
	Reboot to normal: 48
	3V3 Current: 54 mA
	5V Current: 7 mA
	Vbat Current: 38 mA
	Temp A: 3.00 C
	Temp B: 2.81 C
	Time: 2391s
	VBAT_A: 7.54 V
	VBAT_B: 7.57 V
	Reboot to normal: 48
	3V3 Current: 33 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 3.06 C
	Temp B: 2.88 C
	Time: 2179s
	VBAT_A: 7.68 V
	VBAT_B: 7.71 V
	Reboot to normal: 48
	3V3 Current: 47 mA
	5V Current: 7 mA
	Vbat Current: 38 mA
	Temp A: 3.38 C
	Temp B: 3.06 C
	Time: 2095s
	VBAT_A: 7.62 V
	VBAT_B: 7.64 V
	Reboot to normal: 42
	3V3 Current: 33 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 3.50 C
	Temp B: 3.19 C
DelayRebootSuccessFrame: CID=010 Seq=00
