	Time: 3539s
	VBAT_A: 7.69 V
	VBAT_B: 7.73 V
	Reboot to normal: 48
	3V3 Current: 59 mA
	5V Current: 7 mA
	Vbat Current: 38 mA
	Temp A: 1.75 C
	Temp B: 1.56 C
	Time: 3560s
	VBAT_A: 7.69 V
	VBAT_B: 7.73 V
	Reboot to normal: 48
	3V3 Current: 33 mA
	5V Current: 7 mA
	Vbat Current: 38 mA
	Temp A: 1.75 C
	Temp B: 1.56 C
	Time: 3369s
	VBAT_A: 7.51 V
	VBAT_B: 7.53 V
	Reboot to normal: 48
	3V3 Current: 61 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 1.75 C
	Temp B: 1.62 C
	Time: 3411s
	VBAT_A: 7.58 V
	VBAT_B: 7.62 V
	Reboot to normal: 48
	3V3 Current: 45 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 1.75 C
	Temp B: 1.56 C
	Time: 3496s
	VBAT_A: 7.69 V
	VBAT_B: 7.71 V
	Reboot to normal: 48
	3V3 Current: 54 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 1.75 C
	Temp B: 1.56 C
	Time: 3517s
	VBAT_A: 7.69 V
	VBAT_B: 7.71 V
	Reboot to normal: 48
	3V3 Current: 28 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 1.75 C
	Temp B: 1.56 C
	Time: 3390s
	VBAT_A: 7.51 V
	VBAT_B: 7.54 V
	Reboot to normal: 48
	3V3 Current: 56 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 1.75 C
	Temp B: 1.56 C
	Time: 3284s
	VBAT_A: 7.52 V
	VBAT_B: 7.54 V
	Reboot to normal: 41
	3V3 Current: 28 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 2.00 C
	Temp B: 1.81 C
	Time: 3327s
	VBAT_A: 7.53 V
	VBAT_B: 7.56 V
	Reboot to normal: 41
	3V3 Current: 28 mA
	5V Current: 7 mA
	Vbat Current: 38 mA
	Temp A: 1.81 C
	Temp B: 1.69 C
	Time: 3454s
	VBAT_A: 7.50 V
	VBAT_B: 7.53 V
	Reboot to normal: 48
	3V3 Current: 33 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 1.75 C
	Temp B: 1.56 C
	Time: 3433s
	VBAT_A: 7.68 V
	VBAT_B: 7.71 V
	Reboot to normal: 48
	3V3 Current: 28 mA
	5V Current: 7 mA
	Vbat Current: 38 mA
	Temp A: 1.75 C
	Temp B: 1.56 C
	Time: 3475s
	VBAT_A: 7.68 V
	VBAT_B: 7.71 V
	Reboot to normal: 48
	3V3 Current: 54 mA
	5V Current: 7 mA
	Vbat Current: 38 mA
	Temp A: 1.75 C
	Temp B: 1.50 C
DelayRebootSuccessFrame: CID=010 Seq=00
