	Time: 3462s
	VBAT_A: 7.47 V
	VBAT_B: 7.50 V
	Reboot to normal: 47
	3V3 Current: 28 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 9.06 C
	Temp B: 8.75 C
	Time: 3779s
	VBAT_A: 7.46 V
	VBAT_B: 7.50 V
	Reboot to normal: 48
	3V3 Current: 47 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.50 C
	Temp B: 7.19 C
	Time: 3801s
	VBAT_A: 7.46 V
	VBAT_B: 7.50 V
	Reboot to normal: 48
	3V3 Current: 42 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.44 C
	Temp B: 7.12 C
	Time: 3887s
	VBAT_A: 7.46 V
	VBAT_B: 7.50 V
	Reboot to normal: 48
	3V3 Current: 61 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.00 C
	Temp B: 6.69 C
	Time: 3630s
	VBAT_A: 7.46 V
	VBAT_B: 7.50 V
	Reboot to normal: 48
	3V3 Current: 30 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.25 C
	Temp B: 7.94 C
	Time: 3865s
	VBAT_A: 7.46 V
	VBAT_B: 7.50 V
	Reboot to normal: 48
	3V3 Current: 59 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.06 C
	Temp B: 6.75 C
	Time: 3737s
	VBAT_A: 7.46 V
	VBAT_B: 7.50 V
	Reboot to normal: 48
	3V3 Current: 30 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.75 C
	Temp B: 7.44 C
	Time: 3567s
	VBAT_A: 7.47 V
	VBAT_B: 7.50 V
	Reboot to normal: 48
	3V3 Current: 21 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.56 C
	Temp B: 8.25 C
	Time: 3822s
	VBAT_A: 7.46 V
	VBAT_B: 7.50 V
	Reboot to normal: 48
	3V3 Current: 49 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.31 C
	Temp B: 7.00 C
	Time: 3546s
	VBAT_A: 7.47 V
	VBAT_B: 7.50 V
	Reboot to normal: 48
	3V3 Current: 26 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.69 C
	Temp B: 8.38 C
	Time: 3503s
	VBAT_A: 7.47 V
	VBAT_B: 7.50 V
	Reboot to normal: 48
	3V3 Current: 33 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.88 C
	Temp B: 8.56 C
	Time: 3440s
	VBAT_A: 7.47 V
	VBAT_B: 7.50 V
	Reboot to normal: 47
	3V3 Current: 28 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 9.12 C
	Temp B: 8.88 C
	Time: 3524s
	VBAT_A: 7.47 V
	VBAT_B: 7.50 V
	Reboot to normal: 48
	3V3 Current: 30 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.75 C
	Temp B: 8.44 C
	Time: 3758s
	VBAT_A: 7.46 V
	VBAT_B: 7.50 V
	Reboot to normal: 48
	3V3 Current: 59 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.62 C
	Temp B: 7.31 C
	Time: 3609s
	VBAT_A: 7.46 V
	VBAT_B: 7.50 V
	Reboot to normal: 48
	3V3 Current: 42 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.38 C
	Temp B: 8.06 C
	Time: 3672s
	VBAT_A: 7.46 V
	VBAT_B: 7.50 V
	Reboot to normal: 48
	3V3 Current: 49 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.06 C
	Temp B: 7.75 C
	Time: 3651s
	VBAT_A: 7.46 V
	VBAT_B: 7.50 V
	Reboot to normal: 48
	3V3 Current: 49 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.12 C
	Temp B: 7.88 C
	Time: 3716s
	VBAT_A: 7.46 V
	VBAT_B: 7.50 V
	Reboot to normal: 48
	3V3 Current: 59 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.81 C
	Temp B: 7.50 C
DelayRebootSuccessFrame: CID=010 Seq=00
