	Time: 1996s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 48
	3V3 Current: 61 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.69 C
	Temp B: 7.38 C
	Time: 1911s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 48
	3V3 Current: 38 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.06 C
	Temp B: 7.81 C
	Time: 1975s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 48
	3V3 Current: 33 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.81 C
	Temp B: 7.50 C
	Time: 1805s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 48
	3V3 Current: 40 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.56 C
	Temp B: 8.31 C
	Time: 2038s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 48
	3V3 Current: 42 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.50 C
	Temp B: 7.19 C
	Time: 2080s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 48
	3V3 Current: 28 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.25 C
	Temp B: 7.00 C
	Time: 1742s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 47
	3V3 Current: 54 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.81 C
	Temp B: 8.56 C
	Time: 2146s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 48
	3V3 Current: 49 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 6.94 C
	Temp B: 6.62 C
	Time: 1721s
	VBAT_A: 7.46 V
	VBAT_B: 7.48 V
	Reboot to normal: 47
	3V3 Current: 42 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.94 C
	Temp B: 8.62 C
	Time: 1933s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 48
	3V3 Current: 26 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.00 C
	Temp B: 7.69 C
	Time: 1890s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 48
	3V3 Current: 61 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.19 C
	Temp B: 7.88 C
	Time: 2059s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 48
	3V3 Current: 61 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.38 C
	Temp B: 7.06 C
	Time: 1954s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 48
	3V3 Current: 56 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.88 C
	Temp B: 7.62 C
	Time: 1869s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 48
	3V3 Current: 30 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.25 C
	Temp B: 8.00 C
DelayRebootSuccessFrame: CID=010 Seq=00
