	Time: 5733s
	VBAT_A: 7.54 V
	VBAT_B: 7.58 V
	Reboot to normal: 32
	3V3 Current: 45 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 10.06 C
	Temp B: 9.75 C
	Time: 5968s
	VBAT_A: 7.54 V
	VBAT_B: 7.58 V
	Reboot to normal: 32
	3V3 Current: 28 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.81 C
	Temp B: 8.50 C
	Time: 6088s
	VBAT_A: 7.54 V
	VBAT_B: 7.58 V
	Reboot to normal: 32
	3V3 Current: 40 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.19 C
	Temp B: 7.88 C
	Time: 5947s
	VBAT_A: 7.54 V
	VBAT_B: 7.58 V
	Reboot to normal: 32
	3V3 Current: 42 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.94 C
	Temp B: 8.62 C
	Time: 5752s
	VBAT_A: 7.54 V
	VBAT_B: 7.58 V
	Reboot to normal: 32
	3V3 Current: 59 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 9.94 C
	Temp B: 9.69 C
	Time: 5840s
	VBAT_A: 7.54 V
	VBAT_B: 7.58 V
	Reboot to normal: 32
	3V3 Current: 28 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 9.50 C
	Temp B: 9.19 C
	Time: 5989s
	VBAT_A: 7.54 V
	VBAT_B: 7.58 V
	Reboot to normal: 32
	3V3 Current: 23 mA
	5V Current: 7 mA
	Vbat Current: 38 mA
	Temp A: 8.69 C
	Temp B: 8.38 C
	Time: 6067s
	VBAT_A: 7.54 V
	VBAT_B: 7.58 V
	Reboot to normal: 32
	3V3 Current: 28 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.31 C
	Temp B: 8.00 C
	Time: 6011s
	VBAT_A: 7.54 V
	VBAT_B: 7.58 V
	Reboot to normal: 32
	3V3 Current: 56 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.62 C
	Temp B: 8.31 C
	Time: 5883s
	VBAT_A: 7.54 V
	VBAT_B: 7.58 V
	Reboot to normal: 32
	3V3 Current: 61 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 9.31 C
	Temp B: 9.00 C
DelayRebootSuccessFrame: CID=010 Seq=00
