	Time: 5068s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 35
	3V3 Current: 33 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 9.81 C
	Temp B: 9.50 C
	Time: 5471s
	VBAT_A: 7.45 V
	VBAT_B: 7.47 V
	Reboot to normal: 48
	3V3 Current: 28 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.81 C
	Temp B: 7.56 C
	Time: 5280s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 48
	3V3 Current: 47 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.81 C
	Temp B: 8.50 C
	Time: 5174s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 48
	3V3 Current: 45 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 9.31 C
	Temp B: 9.06 C
	Time: 5216s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 48
	3V3 Current: 40 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 9.12 C
	Temp B: 8.81 C
	Time: 5130s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 48
	3V3 Current: 61 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 9.50 C
	Temp B: 9.25 C
	Time: 5428s
	VBAT_A: 7.45 V
	VBAT_B: 7.47 V
	Reboot to normal: 48
	3V3 Current: 61 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.06 C
	Temp B: 7.75 C
	Time: 5385s
	VBAT_A: 7.45 V
	VBAT_B: 7.47 V
	Reboot to normal: 48
	3V3 Current: 38 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.31 C
	Temp B: 8.00 C
	Time: 5323s
	VBAT_A: 7.45 V
	VBAT_B: 7.47 V
	Reboot to normal: 48
	3V3 Current: 52 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.62 C
	Temp B: 8.31 C
	Time: 5301s
	VBAT_A: 7.45 V
	VBAT_B: 7.47 V
	Reboot to normal: 48
	3V3 Current: 47 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.69 C
	Temp B: 8.44 C
	Time: 5109s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 48
	3V3 Current: 30 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 9.62 C
	Temp B: 9.31 C
	Time: 5364s
	VBAT_A: 7.45 V
	VBAT_B: 7.47 V
	Reboot to normal: 48
	3V3 Current: 42 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.38 C
	Temp B: 8.12 C
	Time: 5406s
	VBAT_A: 7.45 V
	VBAT_B: 7.47 V
	Reboot to normal: 48
	3V3 Current: 26 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.19 C
	Temp B: 7.88 C
	Time: 5557s
	VBAT_A: 7.44 V
	VBAT_B: 7.47 V
	Reboot to normal: 48
	3V3 Current: 49 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.38 C
	Temp B: 7.06 C
	Time: 5536s
	VBAT_A: 7.44 V
	VBAT_B: 7.47 V
	Reboot to normal: 48
	3V3 Current: 33 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.50 C
	Temp B: 7.19 C
	Time: 5238s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 48
	3V3 Current: 54 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 9.00 C
	Temp B: 8.75 C
	Time: 5493s
	VBAT_A: 7.44 V
	VBAT_B: 7.47 V
	Reboot to normal: 48
	3V3 Current: 52 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 7.75 C
	Temp B: 7.44 C
	Time: 5259s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 48
	3V3 Current: 56 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 8.94 C
	Temp B: 8.62 C
	Time: 5047s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 35
	3V3 Current: 61 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 9.88 C
	Temp B: 9.56 C
	Time: 5195s
	VBAT_A: 7.45 V
	VBAT_B: 7.48 V
	Reboot to normal: 48
	3V3 Current: 28 mA
	5V Current: 7 mA
	Vbat Current: 40 mA
	Temp A: 9.25 C
	Temp B: 8.94 C
DelayRebootSuccessFrame: CID=010 Seq=00
